0.02,0.15,1
0.04,0.13,1
0.07,0.12,1
0.09,0.1,1
0.12,0.09,1
0.14,0.11,1
0.17,0.1,1
0.19,0.1,1
0.21,0.12,1
0.24,0.11,1
0.26,0.11,1
0.29,0.11,1
0.31,0.1,1
0.34,0.1,1
0.36,0.1,1
0.39,0.09,1
0.41,0.11,1
0.43,0.11,1
0.46,0.11,1
0.48,0.11,1
0.51,0.11,1
0.53,0.1,1
0.56,0.1,1
0.58,0.11,1
0.61,0.09,1
0.63,0.09,1
0.65,0.09,1
0.68,0.11,1
0.7,0.12,1
0.73,0.12,1
0.75,0.12,1
0.78,0.12,1
0.8,0.12,1
0.83,0.12,1
0.85,0.11,1
0.87,0.11,1
0.9,0.1,1
0.92,0.1,1
0.95,0.11,1
0.97,0.11,1
1,0.12,1
1.02,0.13,1
1.05,0.12,1
1.07,0.13,1
1.09,0.14,1
1.12,0.13,1
1.14,0.12,1
1.17,0.12,1
1.19,0.12,1
1.22,0.12,1
1.24,0.1,1
1.26,0.09,1
1.29,0.1,1
1.31,0.11,1
1.34,0.11,1
1.36,0.11,1
1.39,0.11,1
1.41,0.13,1
1.44,0.13,1
1.46,0.12,1
1.48,0.12,1
1.51,0.12,1
1.53,0.1,1
1.56,0.1,1
1.58,0.1,1
1.61,0.11,1
1.63,0.1,1
1.66,0.11,1
1.68,0.12,1
1.7,0.12,1
1.73,0.13,1
1.75,0.13,1
1.78,0.12,1
1.8,0.12,1
1.83,0.12,1
1.85,0.12,1
1.88,0.12,1
1.9,0.11,1
1.92,0.11,1
1.95,0.1,1
1.97,0.09,1
2,0.08,1
2.02,0.09,1
2.05,0.1,1
2.07,0.1,1
2.1,0.1,1
2.12,0.09,1
2.14,0.12,1
2.17,0.13,1
2.19,0.12,1
2.22,0.11,1
2.24,0.11,1
2.27,0.11,1
2.29,0.11,1
2.31,0.11,1
2.34,0.11,1
2.36,0.1,1
2.39,0.1,1
2.41,0.11,1
2.44,0.11,1
2.46,0.12,1
2.49,0.11,1
2.51,0.11,1
2.53,0.12,1
2.56,0.12,1
2.58,0.12,1
2.61,0.13,1
2.63,0.12,1
2.66,0.12,1
2.68,0.13,1
2.71,0.11,1
2.73,0.11,1
2.75,0.12,1
2.78,0.12,1
2.8,0.12,1
2.83,0.13,1
2.85,0.12,1
2.88,0.14,1
2.9,0.15,1
2.93,0.13,1
2.95,0.12,1
2.97,0.12,1
3,0.1,1
3.02,0.11,1
3.05,0.09,1
3.07,0.08,1
3.1,0.08,1
3.12,0.08,1
3.15,0.1,1
3.17,0.1,1
3.19,0.1,1
3.22,0.1,1
3.24,0.11,1
3.27,0.11,1
3.29,0.11,1
3.32,0.12,1
3.34,0.12,1
3.36,0.12,1
3.39,0.12,1
3.41,0.12,1
3.44,0.12,1
3.46,0.11,1
3.49,0.11,1
3.51,0.1,1
3.54,0.1,1
3.56,0.1,1
3.58,0.09,1
3.61,0.11,1
3.63,0.11,1
3.66,0.1,1
3.68,0.1,1
3.71,0.1,1
3.73,0.1,1
3.76,0.1,1
3.78,0.1,1
3.8,0.1,1
3.83,0.1,1
3.85,0.1,1
3.88,0.11,1
3.9,0.11,1
3.93,0.11,1
3.95,0.12,1
3.98,0.12,1
4,0.12,1
4.02,0.12,1
4.05,0.13,1
4.07,0.14,1
4.1,0.13,1
4.12,0.13,1
4.15,0.12,1
4.17,0.11,1
4.2,0.12,1
4.22,0.13,1
4.24,0.12,1
4.27,0.13,1
4.29,0.13,1
4.32,0.14,1
4.34,0.17,1
4.37,0.16,1
4.39,0.13,1
4.42,0.14,1
4.44,0.12,1
4.46,0.11,1
4.49,0.11,1
4.51,0.11,1
4.54,0.11,1
4.56,0.11,1
4.59,0.11,1
4.61,0.12,1
4.63,0.13,1
4.66,0.13,1
4.68,0.13,1
4.71,0.13,1
4.73,0.13,1
4.76,0.14,1
4.78,0.13,1
4.81,0.13,1
4.83,0.12,1
4.85,0.12,1
4.88,0.12,1
4.9,0.12,1
4.93,0.12,1
4.95,0.12,1
4.98,0.12,1
5,0.13,1
5.03,0.13,1
5.05,0.13,1
5.07,0.14,1
5.1,0.14,1
5.12,0.14,1
5.15,0.15,1
5.17,0.13,1
5.2,0.13,1
5.22,0.13,1
5.25,0.12,1
5.27,0.12,1
5.29,0.11,1
5.32,0.1,1
5.34,0.13,1
5.37,0.13,1
5.39,0.14,1
5.42,0.14,1
5.44,0.15,1
5.47,0.16,1
5.49,0.17,1
5.51,0.16,1
5.54,0.16,1
5.56,0.15,1
5.59,0.15,1
5.61,0.15,1
5.64,0.15,1
5.66,0.15,1
5.68,0.15,1
5.71,0.15,1
5.73,0.16,1
5.76,0.16,1
5.78,0.17,1
5.81,0.18,1
5.83,0.18,1
5.86,0.19,1
5.88,0.18,1
5.9,0.16,1
5.93,0.16,1
5.95,0.15,1
5.98,0.14,1
6,0.13,1
6.03,0.13,1
6.05,0.13,1
6.08,0.16,1
6.1,0.16,1
6.12,0.17,1
6.15,0.18,1
6.17,0.18,1
6.2,0.18,1
6.22,0.18,1
6.25,0.16,1
6.27,0.17,1
6.3,0.17,1
6.32,0.17,1
6.34,0.17,1
6.37,0.18,1
6.39,0.19,1
6.42,0.2,1
6.44,0.19,1
6.47,0.19,1
6.49,0.2,1
6.52,0.2,1
6.54,0.2,1
6.56,0.2,1
6.59,0.2,1
6.61,0.21,1
6.64,0.2,1
6.66,0.2,1
6.69,0.2,1
6.71,0.2,1
6.73,0.19,1
6.76,0.18,1
6.78,0.17,1
6.81,0.19,1
6.83,0.21,1
6.86,0.22,1
6.88,0.22,1
6.91,0.24,1
6.93,0.25,1
6.95,0.27,1
6.98,0.26,1
7,0.25,1
7.03,0.24,1
7.05,0.23,1
7.08,0.23,1
7.1,0.24,1
7.13,0.23,1
7.15,0.24,1
7.17,0.24,1
7.2,0.26,1
7.22,0.26,1
7.25,0.26,1
7.27,0.27,1
7.3,0.27,1
7.32,0.27,1
7.35,0.27,1
7.37,0.25,1
7.39,0.25,1
7.42,0.24,1
7.44,0.22,1
7.47,0.23,1
7.49,0.23,1
7.52,0.25,1
7.54,0.27,1
7.57,0.28,1
7.59,0.28,1
7.61,0.29,1
7.64,0.28,1
7.66,0.28,1
7.69,0.27,1
7.71,0.27,1
7.74,0.27,1
7.76,0.26,1
7.78,0.27,1
7.81,0.27,1
7.83,0.28,1
7.86,0.29,1
7.88,0.29,1
7.91,0.3,1
7.93,0.31,1
7.96,0.32,1
7.98,0.32,1
8,0.33,1
8.03,0.33,1
8.05,0.33,1
8.08,0.33,1
8.1,0.32,1
8.13,0.31,1
8.15,0.31,1
8.18,0.29,1
8.2,0.3,1
8.22,0.3,1
8.25,0.3,1
8.27,0.32,1
8.3,0.33,1
8.32,0.34,1
8.35,0.35,1
8.37,0.34,1
8.4,0.36,1
8.42,0.36,1
8.44,0.35,1
8.47,0.34,1
8.49,0.33,1
8.52,0.34,1
8.54,0.34,1
8.57,0.34,1
8.59,0.35,1
8.62,0.35,1
8.64,0.35,1
8.66,0.36,1
8.69,0.36,1
8.71,0.36,1
8.74,0.38,1
8.76,0.37,1
8.79,0.37,1
8.81,0.37,1
8.84,0.35,1
8.86,0.34,1
8.88,0.34,1
8.91,0.34,1
8.93,0.35,1
8.96,0.34,1
8.98,0.35,1
9.01,0.38,1
9.03,0.39,1
9.05,0.39,1
9.08,0.39,1
9.1,0.37,1
9.13,0.39,1
9.15,0.39,1
9.18,0.38,1
9.2,0.38,1
9.23,0.38,1
9.25,0.38,1
9.27,0.38,1
9.3,0.38,1
9.32,0.39,1
9.35,0.39,1
9.37,0.39,1
9.4,0.4,1
9.42,0.41,1
9.45,0.42,1
9.47,0.44,1
9.49,0.44,1
9.52,0.44,1
9.54,0.44,1
9.57,0.42,1
9.59,0.41,1
9.62,0.41,1
9.64,0.4,1
9.67,0.4,1
9.69,0.39,1
9.71,0.39,1
9.74,0.42,1
9.76,0.42,1
9.79,0.43,1
9.81,0.42,1
9.84,0.42,1
9.86,0.43,1
9.89,0.44,1
9.91,0.43,1
9.93,0.44,1
9.96,0.43,1
9.98,0.44,1
10.01,0.45,1
10.03,0.45,1
10.06,0.45,1
10.08,0.46,1
10.1,0.45,1
10.13,0.47,1
10.15,0.47,1
10.18,0.46,1
10.2,0.47,1
10.23,0.47,1
10.25,0.48,1
10.28,0.48,1
10.3,0.49,1
10.32,0.5,1
10.35,0.51,1
10.37,0.5,1
10.4,0.51,1
10.42,0.5,1
10.45,0.51,1
10.47,0.52,1
10.5,0.53,1
10.52,0.54,1
10.54,0.54,1
10.57,0.54,1
10.59,0.56,1
10.62,0.57,1
10.64,0.57,1
10.67,0.57,1
10.69,0.55,1
10.72,0.57,1
10.74,0.58,1
10.76,0.58,1
10.79,0.59,1
10.81,0.59,1
10.84,0.6,1
10.86,0.61,1
10.89,0.61,1
10.91,0.62,1
10.94,0.65,1
10.96,0.65,1
10.98,0.66,1
11.01,0.67,1
11.03,0.67,1
11.06,0.69,1
11.08,0.7,1
11.11,0.68,1
11.13,0.7,1
11.15,0.68,1
11.18,0.68,1
11.2,0.71,1
11.23,0.71,1
11.25,0.71,1
11.28,0.71,1
11.3,0.71,1
11.33,0.73,1
11.35,0.74,1
11.37,0.72,1
11.4,0.73,1
11.42,0.73,1
11.45,0.73,1
11.47,0.74,1
11.5,0.75,1
11.52,0.75,1
11.55,0.75,1
11.57,0.75,1
11.59,0.77,1
11.62,0.76,1
11.64,0.76,1
11.67,0.76,1
11.69,0.77,1
11.72,0.78,1
11.74,0.79,1
11.77,0.8,1
11.79,0.81,1
11.81,0.82,1
11.84,0.81,1
11.86,0.81,1
11.89,0.81,1
11.91,0.8,1
11.94,0.82,1
11.96,0.81,1
11.99,0.82,1
12.01,0.83,1
12.03,0.82,1
12.06,0.83,1
12.08,0.83,1
12.11,0.82,1
12.13,0.82,1
12.16,0.81,1
12.18,0.82,1
12.21,0.83,1
12.23,0.83,1
12.25,0.83,1
12.28,0.83,1
12.3,0.83,1
12.33,0.83,1
12.35,0.83,1
12.38,0.83,1
12.4,0.83,1
12.42,0.83,1
12.45,0.83,1
12.47,0.84,1
12.5,0.84,1
12.52,0.83,1
12.55,0.83,1
12.57,0.83,1
12.6,0.83,1
12.62,0.82,1
12.64,0.82,1
12.67,0.84,1
12.69,0.83,1
12.72,0.83,1
12.74,0.83,1
12.77,0.82,1
12.79,0.83,1
12.82,0.82,1
12.84,0.8,1
12.86,0.8,1
12.89,0.79,1
12.91,0.79,1
12.94,0.81,1
12.96,0.81,1
12.99,0.81,1
13.01,0.8,1
13.04,0.8,1
13.06,0.81,1
13.08,0.8,1
13.11,0.78,1
13.13,0.77,1
13.16,0.76,1
13.18,0.76,1
13.21,0.76,1
13.23,0.75,1
13.26,0.76,1
13.28,0.76,1
13.3,0.77,1
13.33,0.78,1
13.35,0.76,1
13.38,0.77,1
13.4,0.77,1
13.43,0.76,1
13.45,0.77,1
13.47,0.77,1
13.5,0.76,1
13.52,0.77,1
13.55,0.77,1
13.57,0.77,1
13.6,0.77,1
13.62,0.75,1
13.65,0.75,1
13.67,0.77,1
13.69,0.77,1
13.72,0.76,1
13.74,0.76,1
13.77,0.75,1
13.79,0.78,1
13.82,0.79,1
13.84,0.77,1
13.87,0.77,1
13.89,0.77,1
13.91,0.77,1
13.94,0.78,1
13.96,0.77,1
13.99,0.76,1
14.01,0.76,1
14.04,0.76,1
14.06,0.77,1
14.09,0.76,1
14.11,0.76,1
14.13,0.77,1
14.16,0.77,1
14.18,0.77,1
14.21,0.78,1
14.23,0.77,1
14.26,0.79,1
14.28,0.79,1
14.31,0.79,1
14.33,0.8,1
14.35,0.79,1
14.38,0.8,1
14.4,0.82,1
14.43,0.83,1
14.45,0.84,1
14.48,0.85,1
14.5,0.86,1
14.52,0.89,1
14.55,0.88,1
14.57,0.88,1
14.6,0.89,1
14.62,0.89,1
14.65,0.91,1
14.67,0.92,1
14.7,0.93,1
14.72,0.94,1
14.74,0.99,1
14.77,1.04,1
14.79,1.08,1
14.82,1.08,1
14.84,1.09,1
14.87,1.09,1
14.89,1.12,1
14.92,1.09,1
14.94,1.06,1
14.96,1.08,1
14.99,1.1,1
15.01,1.12,1
15.04,1.13,1
15.06,1.15,1
15.09,1.15,1
15.11,1.16,1
15.14,1.18,1
15.16,1.19,1
15.18,1.22,1
15.21,1.25,1
15.23,1.27,1
15.26,1.3,1
15.28,1.32,1
15.31,1.33,1
15.33,1.34,1
15.36,1.36,1
15.38,1.37,1
15.4,1.38,1
15.43,1.41,1
15.45,1.43,1
15.48,1.45,1
15.5,1.47,1
